txn_id,store_id,txn_date,amount,quantity,discount_pct
N-00063,S-007,2026-08-03,230.28,2,
N-00064,S-001,2026-08-30,86.97,3,
N-00065,S-003,2026-08-12,63.48,1,5
N-00066,S-004,2026-08-31,191.93,1,10
N-00067,S-004,2026-08-25,11.97,3,
N-00068,S-005,2026-08-24,94.49,1,0
N-00069,S-001,2026-08-06,14.90,3,
N-00070,S-006,2026-08-04,120.65,4,
N-00071,S-007,2026-08-13,39.62,3,
N-00072,S-004,2026-08-25,174.08,1,0
N-00073,S-002,2026-08-07,71.53,1,
N-00074,S-003,2026-08-07,76.78,4,10
N-00075,S-005,2026-08-30,22.14,1,5
N-00076,S-001,2026-08-28,96.85,1,
N-00077,S-005,2026-08-21,209.22,2,10
N-00078,S-004,2026-08-23,176.77,4,15
N-00079,S-003,2026-08-13,156.37,4,0
N-00080,S-005,2026-08-29,67.31,3,5
N-00081,S-006,2026-08-21,100.96,4,
N-00082,S-001,2026-08-23,1823.93,4,
N-00083,S-004,2026-08-08,212.59,4,5
N-00084,S-001,2026-08-10,23.10,1,5
N-00085,S-005,2026-08-22,209.96,3,0
N-00086,S-005,2026-08-27,110.22,4,10
N-00087,S-003,2026-08-11,52.92,3,10
N-00088,S-007,2026-08-07,207.26,4,5
N-00089,S-007,2026-08-21,111.63,3,0
N-00090,S-002,2026-08-24,160.34,4,
N-00091,S-001,2026-08-03,192.47,3,
N-00092,S-003,2026-08-12,31.75,3,5
N-00093,S-006,2026-08-03,183.30,4,0
N-00094,S-007,2026-08-07,94.92,3,0
N-00095,S-002,2026-08-03,179.13,3,5
N-00096,S-002,2026-08-27,216.95,1,
N-00097,S-003,2026-08-14,76.24,2,
N-00098,S-003,2026-08-20,126.86,1,
N-00099,S-002,2026-08-11,201.85,2,0
N-00100,S-007,2026-08-01,3346.54,2,5
N-00101,S-004,2026-08-10,211.70,2,5
N-00102,S-007,2026-08-15,181.20,1,
N-00103,S-004,2026-08-15,50.20,1,10
N-00104,S-002,2026-08-11,168.36,4,
N-00105,S-003,2026-08-31,16.92,2,0
N-00106,S-003,2026-08-12,45.99,4,10
N-00107,S-005,2026-08-27,164.75,1,10
N-00108,S-004,2026-08-14,98.86,3,
N-00109,S-006,2026-08-17,206.39,4,0
N-00110,S-003,2026-08-23,113.10,4,10
N-00111,S-004,2026-08-26,91.18,1,10
N-00112,S-002,2026-08-23,155.20,1,10
N-00113,S-005,2026-08-05,29.44,1,15
N-00114,S-006,2026-08-23,44.96,4,0
N-00115,S-004,2026-08-10,164.99,3,
N-00116,S-004,2026-08-03,107.15,2,
N-00117,S-006,2026-08-23,72.62,4,0
N-00118,S-004,2026-08-08,7.59,3,15
N-00119,S-007,2026-08-30,158.83,2,
N-00120,S-001,2026-08-14,200.12,3,
N-00121,S-006,2026-08-29,238.09,3,
N-00122,S-004,2026-08-08,151.82,1,10
N-00123,S-007,2026-08-10,137.62,4,
N-00124,S-003,2026-08-06,60.28,3,
N-00125,S-005,2026-08-15,75.71,1,0
N-00126,S-006,2026-08-28,195.31,4,10
N-00127,S-002,2026-08-28,2308.43,2,
N-00128,S-007,2026-08-23,127.41,4,10
N-00129,S-004,2026-08-25,113.06,4,10
N-00130,S-004,2026-08-27,204.74,4,
N-00131,S-005,2026-08-17,183.87,3,
N-00132,S-007,2026-08-01,152.69,2,15
N-00133,S-004,2026-08-06,7.15,1,10
N-00134,S-006,2026-08-11,214.43,3,5
N-00135,S-005,2026-08-25,200.81,3,5
N-00136,S-006,2026-08-30,3107.88,1,
N-00137,S-007,2026-08-16,68.68,2,
N-00138,S-005,2026-08-29,161.08,4,
N-00139,S-007,2026-08-23,133.29,3,0
N-00140,S-002,2026-08-15,27.50,4,0
N-00141,S-001,2026-08-15,53.77,1,
N-00142,S-003,2026-08-23,226.82,1,
N-00143,S-001,2026-08-25,3853.35,3,5
N-00144,S-006,2026-08-04,16.88,3,5
N-00145,S-005,2026-08-11,194.91,2,15
N-00146,S-003,2026-08-28,121.79,2,5
N-00147,S-004,2026-08-20,229.85,4,10
N-00148,S-004,2026-08-12,37.95,1,
N-00149,S-003,2026-08-18,123.80,1,5
N-00150,S-003,2026-08-05,56.82,3,5
N-00151,S-004,2026-08-23,210.69,4,5
N-00152,S-001,2026-08-02,197.84,1,15
N-00153,S-003,2026-08-04,184.31,2,
N-00154,S-003,2026-08-14,167.94,1,0
N-00155,S-002,2026-08-22,34.28,2,5
N-00156,S-002,2026-08-24,188.07,4,5
N-00157,S-004,2026-08-17,130.11,4,15
N-00158,S-002,2026-08-30,6.78,3,
N-00159,S-004,2026-08-03,170.83,1,0
N-00160,S-006,2026-08-29,185.48,3,
N-00161,S-006,2026-08-03,122.37,4,
N-00162,S-004,2026-08-30,202.38,1,
N-00163,S-004,2026-08-12,46.92,1,
N-00164,S-001,2026-08-13,61.04,3,15
N-00165,S-007,2026-08-08,139.62,3,0
N-00166,S-007,2026-08-15,43.73,4,15
N-00167,S-001,2026-08-02,197.09,2,
N-00168,S-006,2026-08-24,28.90,3,
N-00169,S-004,2026-08-12,206.95,1,
N-00170,S-004,2026-08-28,197.47,3,
N-00171,S-003,2026-08-14,120.08,3,0
N-00172,S-007,2026-08-18,51.58,2,15
N-00173,S-002,2026-08-11,37.61,1,0
N-00174,S-006,2026-08-19,159.17,2,0
N-00175,S-007,2026-08-14,198.84,4,
N-00176,S-001,2026-08-29,92.45,3,0
N-00177,S-004,2026-08-16,137.98,1,0
N-00178,S-007,2026-08-12,5.20,3,5
N-00179,S-002,2026-08-12,137.90,1,
N-00180,S-004,2026-08-04,83.22,1,15
N-00181,S-004,2026-08-15,196.05,1,10
N-00182,S-007,2026-08-28,112.03,3,
N-00183,S-005,2026-08-26,97.45,1,
N-00184,S-002,2026-08-09,69.91,4,
N-00185,S-004,2026-08-04,213.12,4,5
N-00186,S-001,2026-08-28,156.95,2,0
N-00187,S-006,2026-08-08,102.02,4,
N-00188,S-001,2026-08-02,23.40,3,15
N-00189,S-002,2026-08-24,84.48,1,
N-00190,S-005,2026-08-23,66.53,3,10
N-00191,S-007,2026-08-23,15.17,3,
N-00192,S-007,2026-08-24,1508.71,1,15
N-00193,S-002,2026-08-26,202.50,1,
N-00194,S-001,2026-08-18,137.65,4,
N-00195,S-001,2026-08-26,1397.39,3,
N-00196,S-004,2026-08-02,39.08,2,15
N-00197,S-007,2026-08-01,188.45,1,10
N-00198,S-003,2026-08-08,127.53,4,5
N-00199,S-007,2026-08-31,232.48,2,
N-00200,S-002,2026-08-05,133.16,2,
N-00201,S-007,2026-08-11,64.80,3,
N-00202,S-001,2026-08-24,154.26,4,
N-00203,S-004,2026-08-24,92.09,2,10
N-00204,S-003,2026-08-06,189.99,1,
N-00205,S-001,2026-08-05,125.15,1,15
N-00206,S-005,2026-08-20,15.91,2,5
N-00207,S-007,2026-08-07,225.75,1,5
N-00208,S-004,2026-08-08,60.30,1,
N-00209,S-001,2026-08-05,220.21,3,
N-00210,S-001,2026-08-27,40.19,1,
N-00211,S-006,2026-08-11,195.72,1,
N-00212,S-005,2026-08-16,213.09,3,
N-00213,S-005,2026-08-12,115.54,4,15
N-00214,S-005,2026-08-27,4760.93,2,
N-00215,S-001,2026-08-09,62.42,3,15
N-00216,S-001,2026-08-24,129.07,3,
N-00217,S-001,2026-08-20,108.84,1,
N-00218,S-005,2026-08-16,143.60,1,
N-00219,S-007,2026-08-17,183.15,2,
N-00220,S-004,2026-08-08,31.84,4,
N-00221,S-006,2026-08-23,213.14,3,10
N-00222,S-006,2026-08-05,167.91,1,
N-00223,S-005,2026-08-05,30.42,1,
N-00224,S-005,2026-08-30,161.08,1,0
N-00225,S-002,2026-08-16,199.71,3,
N-00226,S-005,2026-08-18,20.28,4,15
N-00227,S-001,2026-08-19,114.22,1,
N-00228,S-007,2026-08-18,233.05,4,5
N-00229,S-002,2026-08-20,189.01,2,
N-00230,S-001,2026-08-27,27.75,1,
N-00231,S-003,2026-08-19,88.64,4,10
N-00232,S-007,2026-08-08,125.99,3,10
N-00233,S-007,2026-08-06,84.64,2,
N-00234,S-006,2026-08-16,165.60,1,15
N-00235,S-002,2026-08-09,161.43,4,
N-00236,S-007,2026-08-07,170.60,4,
N-00237,S-005,2026-08-09,71.30,4,
N-00238,S-004,2026-08-02,114.85,4,15
N-00239,S-002,2026-08-05,99.63,4,
N-00240,S-004,2026-08-19,6.96,2,
N-00241,S-001,2026-08-29,105.72,3,5
N-00242,S-006,2026-08-10,171.57,4,5
N-00243,S-001,2026-08-22,48.34,2,0
N-00244,S-003,2026-08-07,167.47,4,5
N-00245,S-003,2026-08-08,193.38,3,5
N-00246,S-002,2026-08-07,168.24,2,0
N-00247,S-005,2026-08-09,83.83,3,
N-00248,S-001,2026-08-30,187.25,2,0
N-00249,S-003,2026-08-26,80.41,1,
N-00250,S-002,2026-08-15,49.81,4,0
N-00251,S-004,2026-08-31,118.65,4,0
N-00252,S-005,2026-08-06,1784.95,3,
N-00253,S-003,2026-08-01,19.44,2,10
N-00254,S-001,2026-08-09,164.51,2,
N-00255,S-003,2026-08-03,89.12,1,10
N-00256,S-005,2026-08-23,175.37,4,
N-00257,S-002,2026-08-22,182.23,3,
N-00258,S-006,2026-08-03,164.53,4,
N-00259,S-005,2026-08-10,35.21,2,5
N-00260,S-005,2026-08-28,78.00,2,5
N-00261,S-004,2026-08-18,146.05,2,0
N-00262,S-001,2026-08-27,152.26,3,
N-00263,S-002,2026-08-04,231.07,1,0
N-00264,S-001,2026-08-07,16.90,4,0
N-00265,S-002,2026-08-17,170.83,2,15
N-00266,S-004,2026-08-18,30.45,3,
N-00267,S-002,2026-08-16,178.59,1,
N-00268,S-005,2026-08-18,7.29,3,
N-00269,S-002,2026-08-17,209.47,1,
N-00270,S-002,2026-08-09,45.14,1,15
N-00271,S-001,2026-08-25,58.28,1,15
N-00272,S-004,2026-08-10,122.45,4,
N-00273,S-002,2026-08-09,89.98,4,
N-00274,S-004,2026-08-26,89.63,1,5
N-00275,S-004,2026-08-15,113.23,2,
N-00276,S-001,2026-08-16,18.56,2,15
N-00277,S-005,2026-08-01,77.55,1,10
N-00278,S-004,2026-08-14,166.34,2,
N-00279,S-003,2026-08-11,139.60,1,
N-00280,S-003,2026-08-10,70.88,3,
N-00281,S-007,2026-08-08,3279.11,1,5
N-00282,S-007,2026-08-31,101.27,4,
N-00283,S-002,2026-08-05,91.68,2,0
N-00284,S-003,2026-08-01,39.36,2,
N-00285,S-007,2026-08-15,67.64,3,10
N-00286,S-001,2026-08-04,156.13,4,0
N-00287,S-005,2026-08-06,216.84,4,
N-00288,S-007,2026-08-30,6.85,3,
N-00289,S-002,2026-08-03,142.47,1,
N-00290,S-004,2026-08-22,3982.45,1,
N-00291,S-005,2026-08-18,173.70,3,15
N-00292,S-005,2026-08-27,95.40,3,5
N-00293,S-007,2026-08-15,2020.56,1,
N-00294,S-001,2026-08-07,219.73,2,
N-00295,S-003,2026-08-14,23.69,1,
N-00296,S-006,2026-08-11,40.57,3,15
N-00297,S-002,2026-08-14,239.37,1,15
N-00298,S-007,2026-08-23,161.54,4,15
N-00299,S-003,2026-08-23,143.06,3,
N-00300,S-006,2026-08-16,108.32,2,
N-00301,S-005,2026-08-30,125.78,4,10
N-00302,S-004,2026-08-06,170.86,2,15
N-00303,S-004,2026-08-22,133.69,3,
N-00304,S-003,2026-08-20,143.33,4,10
N-00305,S-004,2026-08-06,55.86,3,10
N-00306,S-001,2026-08-23,78.83,3,
N-00307,S-001,2026-08-05,235.45,2,
N-00308,S-007,2026-08-21,210.96,1,
N-00309,S-004,2026-08-24,73.87,4,10
N-00310,S-005,2026-08-24,14.11,1,
N-00311,S-005,2026-08-04,172.86,1,0
N-00312,S-001,2026-08-04,44.06,3,
N-00313,S-001,2026-08-21,75.88,2,
N-00314,S-007,2026-08-28,59.18,3,10
N-00315,S-006,2026-08-29,180.31,2,
N-00316,S-006,2026-08-05,236.95,3,
N-00317,S-004,2026-08-02,136.33,2,
N-00318,S-003,2026-08-28,53.55,3,10
N-00319,S-001,2026-08-28,4199.23,1,
N-00320,S-002,2026-08-29,110.92,3,10
N-00321,S-005,2026-08-10,89.47,1,
N-00322,S-003,2026-08-09,178.56,2,
N-00323,S-006,2026-08-23,114.66,3,10
N-00324,S-007,2026-08-27,15.91,2,
N-00325,S-002,2026-08-10,219.81,2,
N-00326,S-006,2026-08-01,184.33,4,
N-00327,S-003,2026-08-10,89.40,4,
N-00328,S-005,2026-08-04,121.66,1,5
N-00329,S-003,2026-08-24,7.47,1,
N-00330,S-001,2026-08-17,92.03,3,5
N-00331,S-002,2026-08-13,95.83,3,
N-00332,S-006,2026-08-25,220.91,4,15
N-00333,S-003,2026-08-20,3916.09,2,
N-00334,S-005,2026-08-29,82.74,1,
N-00335,S-001,2026-08-11,151.64,2,10
N-00336,S-005,2026-08-09,2583.31,1,10
N-00337,S-005,2026-08-31,142.27,1,5
N-00338,S-007,2026-08-19,41.58,1,0
N-00339,S-005,2026-08-28,17.47,4,15
N-00340,S-004,2026-08-17,18.91,3,
N-00341,S-001,2026-08-18,132.64,2,
N-00342,S-001,2026-08-01,96.50,1,5
N-00343,S-001,2026-08-30,213.77,1,
N-00344,S-002,2026-08-20,69.33,2,10
N-00345,S-003,2026-08-01,194.94,3,5
N-00346,S-002,2026-08-27,112.92,2,
N-00347,S-004,2026-08-08,80.92,4,
N-00348,S-006,2026-08-08,225.55,1,
N-00349,S-002,2026-08-25,51.86,4,5
N-00350,S-004,2026-08-22,208.23,3,10
N-00351,S-001,2026-08-02,77.17,2,
N-00352,S-004,2026-08-21,212.58,3,10
N-00353,S-002,2026-08-29,2346.17,4,
N-00354,S-004,2026-08-17,47.51,4,5
N-00355,S-001,2026-08-27,113.27,2,5
N-00356,S-003,2026-08-18,220.37,2,5
N-00357,S-005,2026-08-08,59.07,4,
N-00358,S-006,2026-08-06,107.45,4,
N-00359,S-006,2026-08-04,39.58,3,
N-00360,S-007,2026-08-21,195.84,3,0
N-00361,S-001,2026-08-22,148.04,3,0
N-00362,S-004,2026-08-11,120.22,1,5
N-00363,S-006,2026-08-19,106.08,4,5
N-00364,S-006,2026-08-04,200.29,2,15
N-00365,S-007,2026-08-29,231.30,3,15
N-00366,S-007,2026-08-11,192.86,1,
N-00367,S-004,2026-08-08,50.93,3,
N-00368,S-007,2026-08-10,167.17,1,10
N-00369,S-005,2026-08-05,100.50,2,
N-00370,S-005,2026-08-21,226.03,3,
N-00371,S-003,2026-08-11,19.81,4,5
N-00372,S-001,2026-08-26,188.91,4,15
N-00373,S-007,2026-08-21,129.93,4,0
N-00374,S-003,2026-08-15,174.34,2,15
N-00375,S-003,2026-08-28,3634.43,3,
N-00376,S-002,2026-08-10,171.69,4,
N-00377,S-003,2026-08-03,183.32,3,0
N-00378,S-006,2026-08-14,66.16,2,
N-00379,S-004,2026-08-24,44.12,4,
N-00380,S-005,2026-08-05,46.22,2,0
N-00381,S-005,2026-08-09,215.56,2,
N-00382,S-003,2026-08-10,52.52,1,0
N-00383,S-004,2026-08-06,148.10,1,
N-00384,S-005,2026-08-19,8.28,1,5
N-00385,S-005,2026-08-10,17.00,1,5
N-00386,S-002,2026-08-14,231.89,2,0
N-00387,S-005,2026-08-21,227.43,4,0
N-00388,S-004,2026-08-11,3913.21,2,5
N-00389,S-003,2026-08-26,118.61,4,5
N-00390,S-003,2026-08-27,85.58,3,5
N-00391,S-004,2026-08-21,4676.32,1,5
N-00392,S-004,2026-08-25,184.70,1,5
N-00393,S-007,2026-08-24,107.44,4,
N-00394,S-004,2026-08-21,168.82,1,5
N-00395,S-001,2026-08-25,157.07,1,0
N-00396,S-002,2026-08-15,101.41,4,
N-00397,S-003,2026-08-30,43.75,2,5
N-00398,S-001,2026-08-07,169.07,1,
N-00399,S-004,2026-08-10,142.47,1,
N-00400,S-003,2026-08-28,108.08,3,
N-00401,S-002,2026-08-16,17.74,3,0
N-00402,S-007,2026-08-13,87.87,4,
N-00403,S-003,2026-08-31,55.71,4,5
N-00404,S-003,2026-08-27,228.88,1,
N-00405,S-005,2026-08-28,163.68,3,10
N-00406,S-004,2026-08-01,57.03,3,
N-00407,S-004,2026-08-01,123.39,3,
N-00408,S-005,2026-08-16,133.93,3,15
N-00409,S-007,2026-08-14,65.61,3,
N-00410,S-004,2026-08-27,215.40,2,0
N-00411,S-001,2026-08-21,130.21,4,0
N-00412,S-001,2026-08-01,208.24,2,
N-00413,S-004,2026-08-04,35.00,3,0
N-00414,S-007,2026-08-03,193.33,2,5
N-00415,S-003,2026-08-15,86.12,1,5
N-00416,S-005,2026-08-04,221.14,2,10
N-00417,S-001,2026-08-28,2882.12,2,0
N-00418,S-006,2026-08-23,227.87,2,5
N-00419,S-003,2026-08-30,172.02,3,0
N-00420,S-005,2026-08-02,98.28,4,
N-00421,S-003,2026-08-30,159.51,3,
N-00422,S-004,2026-08-01,92.01,2,0
N-00423,S-002,2026-08-12,230.56,2,5
N-00424,S-004,2026-08-07,170.10,2,10
N-00425,S-003,2026-08-17,180.24,2,10
N-00426,S-006,2026-08-11,207.04,1,15
N-00427,S-003,2026-08-02,103.79,3,
N-00428,S-003,2026-08-24,1057.19,4,5
N-00429,S-001,2026-08-29,207.36,3,
N-00430,S-005,2026-08-12,154.18,1,10
N-00431,S-001,2026-08-03,74.58,1,0
N-00432,S-004,2026-08-10,161.97,2,10
N-00433,S-004,2026-08-27,128.00,4,
N-00434,S-002,2026-08-14,160.21,3,
N-00435,S-001,2026-08-12,238.60,4,15
N-00436,S-004,2026-08-04,2962.78,2,15
N-00437,S-003,2026-08-28,121.03,4,
N-00438,S-004,2026-08-22,110.00,4,
N-00439,S-003,2026-08-14,128.68,4,10
N-00440,S-007,2026-08-11,5.37,1,15
N-00441,S-002,2026-08-03,43.22,3,
N-00442,S-006,2026-08-18,237.85,2,5
N-00443,S-006,2026-08-12,9.22,1,
N-00444,S-007,2026-08-19,197.87,3,5
N-00445,S-005,2026-08-25,83.34,4,10
N-00446,S-007,2026-08-15,15.00,1,5
N-00447,S-003,2026-08-27,139.68,2,
N-00448,S-005,2026-08-06,146.84,3,15
N-00449,S-002,2026-08-28,16.58,2,
N-00450,S-006,2026-08-17,97.53,4,0
N-00451,S-003,2026-08-29,228.51,2,10
N-00452,S-003,2026-08-12,130.07,1,15
N-00453,S-002,2026-08-07,191.26,1,15
N-00454,S-005,2026-08-28,110.93,3,
N-00455,S-003,2026-08-18,234.75,4,10
N-00456,S-007,2026-08-02,11.63,2,10
N-00457,S-005,2026-08-15,161.40,2,
N-00458,S-007,2026-08-29,77.50,2,
N-00459,S-002,2026-08-23,39.69,2,
N-00460,S-003,2026-08-25,114.23,3,
N-00461,S-006,2026-08-03,229.79,4,15
N-00462,S-003,2026-08-17,94.87,1,
N-00463,S-007,2026-08-19,42.92,2,5
N-00464,S-004,2026-08-01,228.74,2,10
N-00465,S-006,2026-08-16,1637.21,1,10
N-00466,S-002,2026-08-01,108.16,1,5
N-00467,S-003,2026-08-16,78.72,3,
N-00468,S-003,2026-08-01,126.49,4,0
N-00469,S-002,2026-08-10,219.03,4,0
N-00470,S-002,2026-08-21,27.86,1,15
N-00471,S-002,2026-08-26,177.82,1,15
N-00472,S-001,2026-08-28,62.04,3,5
N-00473,S-001,2026-08-21,104.82,3,5
N-00474,S-006,2026-08-30,49.42,2,5
N-00475,S-001,2026-08-19,171.28,3,15
N-00476,S-004,2026-08-29,145.27,4,0
N-00477,S-002,2026-08-17,39.93,4,
N-00478,S-006,2026-08-19,237.79,3,
N-00479,S-002,2026-08-15,185.24,3,
N-00480,S-001,2026-08-11,96.82,2,0
N-00481,S-001,2026-08-27,25.62,4,
N-00482,S-003,2026-08-28,98.11,4,15
N-00483,S-003,2026-08-05,174.67,2,0
N-00484,S-002,2026-08-26,76.41,1,5
N-00485,S-006,2026-08-02,228.91,4,5
N-00486,S-006,2026-08-25,2341.05,2,0
N-00487,S-006,2026-08-01,59.92,1,
N-00488,S-007,2026-08-05,239.63,4,
N-00489,S-005,2026-08-31,126.39,3,5
N-00490,S-005,2026-08-17,217.95,3,15
N-00491,S-006,2026-08-30,5.12,4,0
N-00492,S-004,2026-08-26,48.61,2,
N-00493,S-004,2026-08-14,116.89,2,
N-00494,S-001,2026-08-02,120.50,2,10
N-00495,S-005,2026-08-22,220.57,3,5
N-00496,S-001,2026-08-06,73.16,3,15
N-00497,S-007,2026-08-11,5.97,2,
N-00498,S-007,2026-08-04,229.05,1,5
N-00499,S-002,2026-08-12,90.30,2,
N-00500,S-007,2026-08-05,2647.92,4,
N-00501,S-006,2026-08-20,234.78,1,10
N-00502,S-006,2026-08-26,38.38,2,10
N-00503,S-003,2026-08-05,6.39,4,
N-00504,S-001,2026-08-07,7.11,2,5
N-00505,S-005,2026-08-25,30.18,3,
N-00506,S-006,2026-08-18,79.10,3,5
N-00507,S-002,2026-08-21,82.90,3,
N-00508,S-003,2026-08-07,137.91,3,15
N-00509,S-001,2026-08-14,16.35,1,
N-00510,S-006,2026-08-01,137.53,4,
N-00511,S-002,2026-08-03,3030.23,1,10
N-00512,S-004,2026-08-24,24.91,3,5
N-00513,S-001,2026-08-29,197.83,3,15
N-00514,S-001,2026-08-12,76.09,3,0
N-00515,S-003,2026-08-15,30.81,2,0
N-00516,S-007,2026-08-30,150.00,2,15
N-00517,S-002,2026-08-16,75.18,1,
N-00518,S-004,2026-08-22,227.09,1,5
N-00519,S-005,2026-08-23,230.65,4,15
N-00520,S-003,2026-08-10,91.82,2,
N-00521,S-001,2026-08-20,109.39,1,
N-00522,S-006,2026-08-27,40.24,3,5
N-00523,S-006,2026-08-06,148.89,2,0
N-00524,S-004,2026-08-24,199.39,1,
N-00525,S-001,2026-08-07,79.71,2,0
N-00526,S-007,2026-08-26,141.99,3,
N-00527,S-001,2026-08-26,115.27,1,0
N-00528,S-001,2026-08-20,234.73,2,
N-00529,S-004,2026-08-12,107.39,3,
N-00530,S-007,2026-08-15,1849.68,4,
N-00531,S-006,2026-08-21,213.00,3,15
N-00532,S-005,2026-08-28,119.70,4,5
N-00533,S-003,2026-08-19,169.05,1,
N-00534,S-002,2026-08-14,197.01,1,5
N-00535,S-002,2026-08-02,135.87,4,10
N-00536,S-004,2026-08-19,177.62,3,10
N-00537,S-006,2026-08-17,24.22,1,
N-00538,S-007,2026-08-18,64.58,3,
N-00539,S-007,2026-08-26,112.53,1,
N-00540,S-002,2026-08-07,234.67,1,15
N-00541,S-005,2026-08-09,158.76,2,
N-00542,S-006,2026-08-16,215.10,3,
N-00543,S-005,2026-08-14,180.17,1,
N-00544,S-001,2026-08-06,85.11,4,
N-00545,S-004,2026-08-13,33.28,3,
N-00546,S-003,2026-08-18,79.59,2,10
N-00547,S-005,2026-08-09,224.42,3,
N-00548,S-005,2026-08-25,165.21,4,
N-00549,S-003,2026-08-27,152.79,1,0
N-00550,S-006,2026-08-14,34.75,4,
N-00551,S-001,2026-08-27,182.55,1,5
N-00552,S-006,2026-08-24,16.89,1,5
N-00553,S-004,2026-08-07,179.34,4,
N-00554,S-002,2026-08-19,219.16,3,
N-00555,S-002,2026-08-04,118.76,4,0
N-00556,S-002,2026-08-11,198.42,2,5
N-00557,S-002,2026-08-05,64.18,3,5
N-00558,S-002,2026-08-16,130.55,1,5
N-00559,S-002,2026-08-15,151.77,4,
N-00560,S-003,2026-08-24,163.46,3,5
N-00561,S-003,2026-08-18,76.85,4,
N-00562,S-003,2026-08-25,3037.74,4,15
N-00563,S-006,2026-08-12,169.70,1,
N-00564,S-005,2026-08-06,38.75,3,10
N-00565,S-003,2026-08-15,6.10,4,15
N-00566,S-005,2026-08-09,208.76,3,15
N-00567,S-002,2026-08-12,107.62,1,
N-00568,S-007,2026-08-15,2930.09,3,
N-00569,S-007,2026-08-20,53.15,3,
N-00570,S-001,2026-08-29,156.78,2,5
N-00571,S-003,2026-08-31,27.69,3,15
N-00572,S-002,2026-08-26,99.78,3,5
N-00573,S-002,2026-08-21,180.42,2,15
N-00574,S-003,2026-08-20,165.51,1,
N-00575,S-005,2026-08-13,167.60,4,
N-00576,S-006,2026-08-22,5.95,1,0
N-00577,S-002,2026-08-13,118.09,3,10
N-00578,S-003,2026-08-16,197.27,1,
N-00579,S-005,2026-08-24,170.28,4,15
N-00580,S-006,2026-08-03,135.88,3,5
N-00581,S-005,2026-08-02,71.41,4,
N-00582,S-006,2026-08-06,185.06,1,10
N-00583,S-002,2026-08-06,91.02,4,
N-00584,S-006,2026-08-17,45.98,2,
N-00585,S-002,2026-08-15,222.61,1,0
N-00586,S-001,2026-08-27,71.96,2,
N-00587,S-001,2026-08-05,84.68,3,15
N-00588,S-007,2026-08-22,219.22,1,0
N-00589,S-005,2026-08-13,225.03,3,
