txn_id,store_id,txn_date,amount,quantity,discount_pct
S-00042,S-013,2026-08-21,121.57,1,
S-00043,S-013,2026-08-11,193.96,2,10
S-00044,S-011,2026-08-04,121.20,3,10
S-00045,S-011,2026-08-26,221.40,2,10
S-00046,S-008,2026-08-21,206.67,2,0
S-00047,S-013,2026-08-06,147.49,1,
S-00048,S-008,2026-08-28,166.38,4,10
S-00049,S-013,2026-08-06,224.29,3,0
S-00050,S-013,2026-08-10,117.66,1,5
S-00051,S-011,2026-08-09,226.02,3,10
S-00052,S-011,2026-08-15,58.10,1,15
S-00053,S-009,2026-08-13,81.58,4,
S-00054,S-010,2026-08-31,125.42,3,10
S-00055,S-008,2026-08-01,216.22,3,10
S-00056,S-008,2026-08-07,98.16,1,5
S-00057,S-010,2026-08-28,142.72,4,
S-00058,S-012,2026-08-18,204.70,3,5
S-00059,S-012,2026-08-16,166.54,2,5
S-00060,S-013,2026-08-06,25.32,3,10
S-00061,S-011,2026-08-01,108.46,3,15
S-00062,S-011,2026-08-06,27.81,3,
S-00063,S-009,2026-08-06,174.13,1,
S-00064,S-010,2026-08-13,113.68,3,5
S-00065,S-010,2026-08-27,195.82,2,
S-00066,S-011,2026-08-09,8.28,4,5
S-00067,S-012,2026-08-06,149.84,1,
S-00068,S-009,2026-08-27,155.82,3,5
S-00069,S-013,2026-08-05,9.08,3,15
S-00070,S-008,2026-08-30,19.97,4,
S-00071,S-008,2026-08-12,9.36,2,
S-00072,S-008,2026-08-09,18.92,4,5
S-00073,S-009,2026-08-13,225.46,3,10
S-00074,S-013,2026-08-12,68.53,4,0
S-00075,S-009,2026-08-25,194.97,1,10
S-00076,S-009,2026-08-22,173.22,2,
S-00077,S-011,2026-08-02,211.51,2,10
S-00078,S-008,2026-08-08,56.90,3,
S-00079,S-013,2026-08-23,232.47,4,
S-00080,S-009,2026-08-10,2819.20,4,
S-00081,S-011,2026-08-06,16.74,4,
S-00082,S-013,2026-08-26,209.42,4,
S-00083,S-008,2026-08-22,89.82,2,15
S-00084,S-008,2026-08-13,111.65,2,10
S-00085,S-011,2026-08-27,112.62,1,0
S-00086,S-008,2026-08-08,149.72,3,
S-00087,S-012,2026-08-16,132.62,1,0
S-00088,S-011,2026-08-15,214.15,3,10
S-00089,S-011,2026-08-22,34.19,2,
S-00090,S-009,2026-08-06,12.94,2,
S-00091,S-013,2026-08-12,73.78,4,
S-00092,S-008,2026-08-04,130.00,2,15
S-00093,S-010,2026-08-10,199.53,4,0
S-00094,S-013,2026-08-05,205.53,2,10
S-00095,S-009,2026-08-14,142.98,2,
S-00096,S-013,2026-08-31,9.32,3,10
S-00097,S-012,2026-08-14,109.39,4,
S-00098,S-012,2026-08-16,18.27,2,0
S-00099,S-009,2026-08-26,55.94,2,
S-00100,S-009,2026-08-15,84.49,3,
S-00101,S-009,2026-08-13,16.74,2,5
S-00102,S-012,2026-08-28,232.98,1,
S-00103,S-010,2026-08-11,171.89,1,
S-00104,S-010,2026-08-17,50.18,4,5
S-00105,S-011,2026-08-16,226.71,1,5
S-00106,S-011,2026-08-21,50.79,2,5
S-00107,S-010,2026-08-13,142.07,2,15
S-00108,S-012,2026-08-16,173.24,1,10
S-00109,S-009,2026-08-19,134.77,4,15
S-00110,S-009,2026-08-11,134.31,1,
S-00111,S-011,2026-08-14,179.13,1,0
S-00112,S-009,2026-08-07,116.26,3,
S-00113,S-011,2026-08-16,71.53,4,0
S-00114,S-010,2026-08-10,40.73,4,
S-00115,S-013,2026-08-19,174.31,3,10
S-00116,S-010,2026-08-20,16.99,1,10
S-00117,S-012,2026-08-23,59.40,4,5
S-00118,S-012,2026-08-14,9.96,3,0
S-00119,S-008,2026-08-28,105.34,2,15
S-00120,S-010,2026-08-28,122.37,4,0
S-00121,S-009,2026-08-24,1185.07,2,15
S-00122,S-013,2026-08-25,142.58,1,0
S-00123,S-011,2026-08-27,206.82,1,5
S-00124,S-010,2026-08-27,8.69,3,
S-00125,S-012,2026-08-25,131.97,3,10
S-00126,S-008,2026-08-29,111.20,4,0
S-00127,S-008,2026-08-17,4002.63,1,10
S-00128,S-012,2026-08-21,119.93,4,
S-00129,S-011,2026-08-20,142.57,2,0
S-00130,S-010,2026-08-29,87.82,4,0
S-00131,S-009,2026-08-07,69.13,4,10
S-00132,S-010,2026-08-28,22.95,3,0
S-00133,S-008,2026-08-27,195.71,1,15
S-00134,S-008,2026-08-11,19.65,3,15
S-00135,S-011,2026-08-08,181.83,1,
S-00136,S-011,2026-08-29,12.59,3,
S-00137,S-008,2026-08-21,21.03,4,0
S-00138,S-011,2026-08-25,144.72,1,
S-00139,S-008,2026-08-10,4751.72,3,10
S-00140,S-009,2026-08-26,73.42,4,10
S-00141,S-008,2026-08-07,203.25,1,0
S-00142,S-013,2026-08-27,47.00,4,
S-00143,S-008,2026-08-06,4.99,3,10
S-00144,S-010,2026-08-28,216.17,1,0
S-00145,S-011,2026-08-12,195.94,4,0
S-00146,S-013,2026-08-28,235.05,2,10
S-00147,S-011,2026-08-12,87.97,1,0
S-00148,S-011,2026-08-07,118.48,3,
S-00149,S-009,2026-08-29,133.75,3,0
S-00150,S-013,2026-08-22,141.74,1,
S-00151,S-010,2026-08-26,64.59,3,10
S-00152,S-008,2026-08-31,137.07,1,5
S-00153,S-010,2026-08-18,54.60,1,5
S-00154,S-009,2026-08-04,18.39,4,15
S-00155,S-013,2026-08-18,51.96,2,15
S-00156,S-012,2026-08-22,92.59,3,10
S-00157,S-008,2026-08-03,239.98,2,15
S-00158,S-009,2026-08-15,149.64,2,5
S-00159,S-010,2026-08-07,228.28,2,
S-00160,S-012,2026-08-17,215.48,3,5
S-00161,S-009,2026-08-19,188.17,3,
S-00162,S-012,2026-08-09,30.72,1,
S-00163,S-013,2026-08-24,2199.59,3,15
S-00164,S-008,2026-08-11,59.58,3,10
S-00165,S-011,2026-08-12,182.88,1,
S-00166,S-010,2026-08-22,147.75,2,15
S-00167,S-009,2026-08-27,172.97,1,10
S-00168,S-008,2026-08-25,26.94,2,0
S-00169,S-009,2026-08-05,172.52,4,15
S-00170,S-009,2026-08-04,34.85,2,15
S-00171,S-010,2026-08-03,154.64,1,5
S-00172,S-012,2026-08-08,122.85,1,
S-00173,S-008,2026-08-12,60.81,2,5
S-00174,S-011,2026-08-04,156.12,3,0
S-00175,S-012,2026-08-18,67.67,4,5
S-00176,S-012,2026-08-23,202.24,3,
S-00177,S-009,2026-08-15,225.81,1,5
S-00178,S-012,2026-08-28,11.20,3,5
S-00179,S-012,2026-08-10,134.32,3,
S-00180,S-010,2026-08-27,199.60,1,0
S-00181,S-011,2026-08-05,96.77,2,
S-00182,S-010,2026-08-09,169.87,2,10
S-00183,S-008,2026-08-17,143.84,4,0
S-00184,S-011,2026-08-12,175.70,4,
S-00185,S-011,2026-08-06,26.97,3,
S-00186,S-011,2026-08-26,90.66,2,
S-00187,S-008,2026-08-05,11.43,4,10
S-00188,S-011,2026-08-26,173.44,4,10
S-00189,S-013,2026-08-21,37.13,3,
S-00190,S-010,2026-08-25,127.60,2,15
S-00191,S-013,2026-08-28,214.27,4,15
S-00192,S-010,2026-08-12,97.42,4,
S-00193,S-013,2026-08-21,53.72,3,
S-00194,S-009,2026-08-14,50.00,1,
S-00195,S-013,2026-08-09,34.92,2,15
S-00196,S-013,2026-08-06,156.28,3,5
S-00197,S-013,2026-08-14,96.42,1,
S-00198,S-011,2026-08-25,198.88,2,
S-00199,S-012,2026-08-11,145.17,2,5
S-00200,S-013,2026-08-25,234.04,4,
S-00201,S-011,2026-08-05,24.38,1,
S-00202,S-011,2026-08-28,131.07,2,5
S-00203,S-012,2026-08-11,86.87,3,10
S-00204,S-011,2026-08-04,208.01,2,5
S-00205,S-010,2026-08-15,4017.87,4,
S-00206,S-009,2026-08-09,214.65,2,10
S-00207,S-011,2026-08-28,158.70,4,0
S-00208,S-008,2026-08-18,218.12,1,0
S-00209,S-013,2026-08-13,172.75,1,5
S-00210,S-010,2026-08-18,31.71,3,0
S-00211,S-011,2026-08-08,97.46,4,10
S-00212,S-010,2026-08-27,140.42,3,15
S-00213,S-009,2026-08-18,216.74,2,10
S-00214,S-010,2026-08-31,221.18,1,
S-00215,S-008,2026-08-05,10.97,3,0
S-00216,S-010,2026-08-07,218.45,2,
S-00217,S-008,2026-08-30,233.95,3,
S-00218,S-011,2026-08-08,176.52,2,
S-00219,S-011,2026-08-17,68.31,2,15
S-00220,S-009,2026-08-10,154.59,4,
S-00221,S-011,2026-08-18,216.42,2,5
S-00222,S-010,2026-08-07,196.09,2,5
S-00223,S-009,2026-08-07,144.53,3,
S-00224,S-011,2026-08-26,173.72,3,15
S-00225,S-013,2026-08-17,4326.95,3,10
S-00226,S-011,2026-08-16,46.93,3,
S-00227,S-009,2026-08-06,136.02,4,15
S-00228,S-011,2026-08-06,220.66,4,
S-00229,S-010,2026-08-18,18.61,2,
S-00230,S-009,2026-08-29,46.65,2,
S-00231,S-010,2026-08-28,74.26,3,
S-00232,S-012,2026-08-21,205.81,1,0
S-00233,S-010,2026-08-31,165.35,4,
S-00234,S-010,2026-08-14,9.72,2,
S-00235,S-013,2026-08-21,47.82,3,10
S-00236,S-008,2026-08-06,2212.61,1,
S-00237,S-013,2026-08-08,25.91,4,5
S-00238,S-011,2026-08-05,73.73,2,
S-00239,S-013,2026-08-20,169.79,4,10
S-00240,S-011,2026-08-15,154.71,1,
S-00241,S-011,2026-08-26,10.16,4,
S-00242,S-010,2026-08-21,227.02,1,
S-00243,S-013,2026-08-26,130.58,1,
S-00244,S-012,2026-08-18,127.08,1,15
S-00245,S-010,2026-08-17,178.77,3,
S-00246,S-011,2026-08-19,177.38,2,0
S-00247,S-010,2026-08-19,198.01,4,
S-00248,S-010,2026-08-29,165.59,2,15
S-00249,S-012,2026-08-27,120.90,4,10
S-00250,S-009,2026-08-30,89.80,4,
S-00251,S-010,2026-08-19,3789.87,3,10
S-00252,S-012,2026-08-13,53.52,2,0
S-00253,S-011,2026-08-24,192.62,2,
S-00254,S-013,2026-08-14,174.95,3,
S-00255,S-011,2026-08-16,158.03,1,15
S-00256,S-011,2026-08-28,155.84,3,5
S-00257,S-011,2026-08-11,164.48,3,15
S-00258,S-011,2026-08-05,101.76,3,
S-00259,S-011,2026-08-22,48.15,1,
S-00260,S-008,2026-08-08,62.97,4,15
S-00261,S-012,2026-08-18,5.22,4,
S-00262,S-009,2026-08-07,238.39,1,0
S-00263,S-013,2026-08-24,2046.47,3,
S-00264,S-012,2026-08-26,232.13,3,15
S-00265,S-011,2026-08-09,145.15,4,0
S-00266,S-010,2026-08-20,97.40,2,5
S-00267,S-012,2026-08-31,130.26,2,
S-00268,S-011,2026-08-07,28.57,4,10
S-00269,S-011,2026-08-26,235.74,2,15
S-00270,S-010,2026-08-08,186.98,4,
S-00271,S-012,2026-08-13,171.21,4,5
S-00272,S-009,2026-08-02,3708.56,3,
S-00273,S-009,2026-08-18,173.16,4,10
S-00274,S-008,2026-08-02,94.79,4,5
S-00275,S-009,2026-08-20,153.84,3,15
S-00276,S-012,2026-08-21,90.13,1,0
S-00277,S-009,2026-08-08,67.72,3,
S-00278,S-013,2026-08-06,22.05,2,15
S-00279,S-010,2026-08-19,214.43,3,
S-00280,S-013,2026-08-26,107.74,2,10
S-00281,S-010,2026-08-30,116.03,3,
S-00282,S-009,2026-08-27,122.47,2,5
S-00283,S-012,2026-08-13,72.18,2,0
S-00284,S-008,2026-08-17,232.02,3,
S-00285,S-010,2026-08-11,205.94,1,
S-00286,S-009,2026-08-07,177.17,2,0
S-00287,S-008,2026-08-19,64.40,1,0
S-00288,S-010,2026-08-02,77.86,3,10
S-00289,S-009,2026-08-18,75.72,3,
S-00290,S-013,2026-08-09,155.96,3,
S-00291,S-008,2026-08-31,230.49,1,0
S-00292,S-010,2026-08-26,212.38,2,
S-00293,S-011,2026-08-08,53.61,1,
S-00294,S-012,2026-08-03,32.12,1,
S-00295,S-008,2026-08-03,147.01,4,
S-00296,S-008,2026-08-17,41.50,3,
S-00297,S-011,2026-08-10,18.99,1,
S-00298,S-011,2026-08-25,117.22,1,15
S-00299,S-009,2026-08-03,1894.43,3,
S-00300,S-011,2026-08-03,139.94,3,
S-00301,S-011,2026-08-12,16.75,2,0
S-00302,S-013,2026-08-02,109.08,4,5
S-00303,S-010,2026-08-27,221.25,2,5
S-00304,S-009,2026-08-12,109.14,1,15
S-00305,S-012,2026-08-11,88.32,2,
S-00306,S-011,2026-08-04,173.05,1,
S-00307,S-011,2026-08-29,121.82,3,
S-00308,S-011,2026-08-04,225.07,4,5
S-00309,S-009,2026-08-28,16.82,2,
S-00310,S-012,2026-08-24,232.41,3,10
S-00311,S-010,2026-08-24,77.98,2,15
S-00312,S-011,2026-08-22,192.95,1,10
S-00313,S-013,2026-08-19,74.31,1,
S-00314,S-009,2026-08-16,105.40,1,
S-00315,S-012,2026-08-30,209.02,4,5
S-00316,S-009,2026-08-10,63.83,2,
S-00317,S-009,2026-08-08,217.60,2,
S-00318,S-010,2026-08-04,183.66,3,5
S-00319,S-010,2026-08-16,147.52,4,
S-00320,S-009,2026-08-11,230.24,2,10
S-00321,S-008,2026-08-11,28.33,4,5
S-00322,S-010,2026-08-27,89.21,4,5
S-00323,S-009,2026-08-08,98.86,1,10
S-00324,S-013,2026-08-24,107.35,3,10
S-00325,S-009,2026-08-03,134.61,2,
S-00326,S-010,2026-08-23,169.36,3,10
S-00327,S-013,2026-08-04,223.73,4,0
S-00328,S-009,2026-08-04,60.50,2,10
S-00329,S-010,2026-08-12,153.80,3,0
S-00330,S-012,2026-08-28,91.03,2,10
S-00331,S-012,2026-08-20,160.25,4,
S-00332,S-008,2026-08-01,147.55,2,5
S-00333,S-010,2026-08-09,176.75,3,10
S-00334,S-009,2026-08-04,39.25,4,0
S-00335,S-010,2026-08-10,55.53,1,15
S-00336,S-013,2026-08-04,116.05,2,5
S-00337,S-010,2026-08-06,167.08,1,5
S-00338,S-010,2026-08-24,76.20,1,0
S-00339,S-008,2026-08-07,136.56,1,
S-00340,S-013,2026-08-18,36.65,1,10
S-00341,S-009,2026-08-17,32.21,4,
S-00342,S-012,2026-08-14,98.05,4,0
S-00343,S-012,2026-08-30,43.05,2,
S-00344,S-010,2026-08-20,99.85,1,
S-00345,S-011,2026-08-04,178.89,1,10
S-00346,S-009,2026-08-13,101.10,1,0
S-00347,S-013,2026-08-25,205.05,4,
S-00348,S-008,2026-08-29,172.00,4,
S-00349,S-011,2026-08-10,127.54,4,5
S-00350,S-010,2026-08-07,40.22,3,
S-00351,S-012,2026-08-15,239.11,4,10
S-00352,S-011,2026-08-14,219.29,2,15
S-00353,S-013,2026-08-24,46.80,1,
S-00354,S-011,2026-08-15,103.42,1,
S-00355,S-009,2026-08-07,175.88,3,5
S-00356,S-012,2026-08-19,160.99,2,5
S-00357,S-009,2026-08-16,82.64,3,15
S-00358,S-013,2026-08-10,61.79,1,
S-00359,S-012,2026-08-10,208.72,4,5
S-00360,S-008,2026-08-11,200.99,1,
S-00361,S-013,2026-08-01,223.67,3,15
S-00362,S-009,2026-08-21,137.58,3,10
S-00363,S-010,2026-08-31,74.96,1,0
S-00364,S-013,2026-08-18,2329.56,3,15
S-00365,S-009,2026-08-30,188.40,2,
S-00366,S-008,2026-08-10,166.55,1,
S-00367,S-013,2026-08-29,196.30,4,
S-00368,S-009,2026-08-11,42.89,2,15
S-00369,S-009,2026-08-30,225.90,1,
S-00370,S-011,2026-08-28,178.63,3,0
S-00371,S-012,2026-08-05,143.01,4,
S-00372,S-012,2026-08-12,175.07,3,
S-00373,S-009,2026-08-20,143.61,1,15
S-00374,S-010,2026-08-17,127.50,4,
S-00375,S-012,2026-08-24,93.18,1,
S-00376,S-011,2026-08-15,230.32,1,
S-00377,S-012,2026-08-07,133.11,3,
S-00378,S-013,2026-08-12,194.48,1,15
S-00379,S-009,2026-08-26,92.82,1,
S-00380,S-011,2026-08-04,125.85,2,
S-00381,S-013,2026-08-06,53.30,1,10
S-00382,S-012,2026-08-19,120.03,1,0
S-00383,S-008,2026-08-06,210.12,3,5
S-00384,S-010,2026-08-22,53.86,4,5
S-00385,S-013,2026-08-26,196.24,2,
S-00386,S-009,2026-08-19,17.40,4,10
S-00387,S-011,2026-08-15,138.27,2,5
S-00388,S-008,2026-08-06,39.30,4,5
S-00389,S-012,2026-08-18,69.78,1,
S-00390,S-008,2026-08-09,39.00,3,
S-00391,S-008,2026-08-20,227.96,4,
S-00392,S-008,2026-08-17,6.39,1,15
S-00393,S-010,2026-08-27,116.79,4,15
S-00394,S-009,2026-08-07,29.27,3,5
S-00395,S-008,2026-08-03,1007.10,3,0
S-00396,S-009,2026-08-30,130.15,2,
S-00397,S-013,2026-08-09,199.74,3,
S-00398,S-008,2026-08-26,5.28,3,0
S-00399,S-013,2026-08-31,148.50,1,
S-00400,S-013,2026-08-15,123.04,2,
S-00401,S-012,2026-08-16,28.17,2,0
S-00402,S-013,2026-08-24,97.29,4,
S-00403,S-013,2026-08-12,91.12,1,
S-00404,S-008,2026-08-20,86.82,4,5
S-00405,S-010,2026-08-01,44.62,2,
S-00406,S-008,2026-08-10,29.42,2,5
S-00407,S-010,2026-08-29,215.81,4,
S-00408,S-010,2026-08-24,204.99,1,5
S-00409,S-008,2026-08-08,51.36,1,15
S-00410,S-010,2026-08-17,158.83,4,
S-00411,S-013,2026-08-23,197.59,2,
S-00412,S-013,2026-08-25,219.73,1,15
S-00413,S-013,2026-08-27,108.52,3,15
S-00414,S-008,2026-08-17,146.69,2,0
S-00415,S-008,2026-08-27,38.79,4,15
S-00416,S-008,2026-08-21,21.45,2,
S-00417,S-010,2026-08-21,206.38,2,
S-00418,S-011,2026-08-03,1257.97,2,15
S-00419,S-009,2026-08-27,92.79,1,
S-00420,S-011,2026-08-18,18.31,1,15
S-00421,S-010,2026-08-13,36.51,2,15
S-00422,S-013,2026-08-19,110.56,2,
S-00423,S-012,2026-08-24,71.14,1,10
S-00424,S-013,2026-08-02,205.74,4,
S-00425,S-009,2026-08-15,8.11,4,5
S-00426,S-010,2026-08-19,173.70,2,5
S-00427,S-009,2026-08-12,53.67,3,
S-00428,S-009,2026-08-13,119.08,3,5
S-00429,S-012,2026-08-03,142.39,1,15
S-00430,S-012,2026-08-19,62.99,3,5
S-00431,S-013,2026-08-22,92.14,2,
S-00432,S-012,2026-08-03,183.86,4,
S-00433,S-009,2026-08-17,140.00,2,
S-00434,S-011,2026-08-09,4.54,4,
S-00435,S-012,2026-08-05,161.90,2,
S-00436,S-011,2026-08-21,128.15,2,0
S-00437,S-008,2026-08-31,21.10,4,0
S-00438,S-008,2026-08-12,40.16,2,
S-00439,S-010,2026-08-08,171.03,2,0
S-00440,S-009,2026-08-03,40.08,4,
S-00441,S-011,2026-08-06,82.11,4,0
S-00442,S-009,2026-08-30,187.21,3,
S-00443,S-013,2026-08-15,54.52,3,
S-00444,S-010,2026-08-05,26.19,3,5
S-00445,S-009,2026-08-18,88.59,2,15
S-00446,S-011,2026-08-09,113.00,3,15
S-00447,S-008,2026-08-06,127.73,3,
S-00448,S-008,2026-08-21,71.66,1,10
S-00449,S-011,2026-08-24,204.94,1,0
S-00450,S-012,2026-08-08,91.26,2,15
S-00451,S-009,2026-08-06,210.54,2,
S-00452,S-012,2026-08-16,80.41,3,
S-00453,S-012,2026-08-08,52.54,3,15
S-00454,S-011,2026-08-09,195.56,4,
S-00455,S-012,2026-08-17,20.56,3,15
S-00456,S-008,2026-08-16,81.12,1,
S-00457,S-009,2026-08-01,2503.02,1,
S-00458,S-012,2026-08-23,9.53,1,10
S-00459,S-012,2026-08-13,74.16,1,10
S-00460,S-012,2026-08-11,169.87,4,5
S-00461,S-008,2026-08-27,174.00,2,15
S-00462,S-012,2026-08-13,179.66,3,
S-00463,S-011,2026-08-19,97.11,4,
S-00464,S-010,2026-08-09,200.96,4,
S-00465,S-010,2026-08-19,185.53,1,5
S-00466,S-008,2026-08-07,58.55,3,
S-00467,S-009,2026-08-29,113.82,4,
S-00468,S-012,2026-08-31,139.55,1,0
S-00469,S-013,2026-08-01,135.61,1,10
S-00470,S-013,2026-08-27,145.70,1,10
S-00471,S-013,2026-08-15,30.91,3,5
S-00472,S-011,2026-08-23,20.28,1,
S-00473,S-012,2026-08-24,177.91,2,
S-00474,S-008,2026-08-16,145.51,3,5
S-00475,S-008,2026-08-26,239.80,1,
S-00476,S-011,2026-08-14,164.82,2,10
S-00477,S-011,2026-08-23,187.21,4,15
S-00478,S-013,2026-08-08,31.32,3,5
S-00479,S-010,2026-08-17,3479.51,2,
S-00480,S-013,2026-08-17,176.92,2,5
S-00481,S-012,2026-08-24,165.98,4,15
S-00482,S-012,2026-08-14,192.94,1,5
S-00483,S-008,2026-08-17,140.32,4,15
S-00484,S-009,2026-08-24,1291.76,2,15
S-00485,S-011,2026-08-07,104.28,4,
S-00486,S-011,2026-08-03,210.70,1,0
S-00487,S-010,2026-08-01,88.02,1,0
S-00488,S-011,2026-08-20,224.57,3,
S-00489,S-012,2026-08-02,200.35,1,0
S-00490,S-010,2026-08-05,142.73,1,0
S-00491,S-011,2026-08-03,93.51,3,0
S-00492,S-012,2026-08-12,173.81,4,5
S-00493,S-010,2026-08-25,197.08,2,
S-00494,S-010,2026-08-08,205.59,4,
S-00495,S-013,2026-08-18,49.62,1,10
S-00496,S-011,2026-08-05,103.55,4,10
S-00497,S-008,2026-08-11,97.75,4,0
S-00498,S-012,2026-08-06,81.26,2,0
S-00499,S-012,2026-08-12,160.26,3,15
S-00500,S-011,2026-08-12,57.09,4,0
S-00501,S-009,2026-08-30,3816.61,4,
S-00502,S-009,2026-08-17,108.64,4,0
S-00503,S-012,2026-08-11,119.67,1,
S-00504,S-013,2026-08-09,62.38,1,
S-00505,S-009,2026-08-07,7.55,4,
S-00506,S-008,2026-08-31,64.71,1,
S-00507,S-012,2026-08-15,98.15,3,
S-00508,S-013,2026-08-20,122.42,3,
S-00509,S-009,2026-08-29,1164.13,3,
S-00510,S-009,2026-08-08,236.58,2,
S-00511,S-008,2026-08-30,91.73,3,5
S-00512,S-011,2026-08-09,225.55,2,5
S-00513,S-013,2026-08-13,35.63,4,10
S-00514,S-013,2026-08-17,121.52,3,
S-00515,S-009,2026-08-22,131.22,2,10
S-00516,S-011,2026-08-24,227.13,3,0
S-00517,S-013,2026-08-09,237.75,2,5
S-00518,S-012,2026-08-11,192.71,3,10
S-00519,S-010,2026-08-20,20.16,2,
S-00520,S-008,2026-08-14,221.72,2,15
S-00521,S-012,2026-08-15,4223.91,2,
S-00522,S-010,2026-08-02,68.62,4,
S-00523,S-012,2026-08-14,23.30,4,10
S-00524,S-012,2026-08-14,128.64,2,
S-00525,S-013,2026-08-23,200.10,3,15
S-00526,S-008,2026-08-14,67.06,1,5
S-00527,S-009,2026-08-09,154.85,3,0
S-00528,S-008,2026-08-04,145.71,1,15
S-00529,S-009,2026-08-05,238.19,4,10
S-00530,S-012,2026-08-22,47.23,4,
S-00531,S-011,2026-08-16,126.12,4,
S-00532,S-008,2026-08-12,64.54,3,
S-00533,S-009,2026-08-25,177.46,2,
S-00534,S-012,2026-08-01,136.75,3,0
S-00535,S-009,2026-08-11,232.88,4,5
S-00536,S-008,2026-08-18,71.23,4,
S-00537,S-010,2026-08-01,62.84,2,
S-00538,S-011,2026-08-15,236.24,4,10
S-00539,S-009,2026-08-06,218.03,4,
S-00540,S-013,2026-08-12,102.51,2,5
S-00541,S-011,2026-08-15,121.18,2,5
S-00542,S-012,2026-08-13,174.27,2,5
S-00543,S-009,2026-08-12,80.53,1,5
S-00544,S-011,2026-08-07,9.90,3,10
S-00545,S-012,2026-08-19,19.47,1,
S-00546,S-013,2026-08-02,2824.45,4,
S-00547,S-012,2026-08-24,160.33,2,
S-00548,S-009,2026-08-14,10.64,4,10
S-00549,S-012,2026-08-06,179.55,2,
S-00550,S-008,2026-08-11,130.10,2,
S-00551,S-011,2026-08-18,113.80,3,
S-00552,S-009,2026-08-02,64.67,1,15
S-00553,S-010,2026-08-06,182.13,2,0
S-00554,S-012,2026-08-16,143.59,1,5
S-00555,S-013,2026-08-19,200.23,4,15
S-00556,S-009,2026-08-30,27.72,3,
S-00557,S-008,2026-08-06,168.79,2,5
S-00558,S-008,2026-08-20,71.12,3,
S-00559,S-009,2026-08-29,233.07,2,
S-00560,S-013,2026-08-07,63.65,1,
S-00561,S-011,2026-08-05,43.75,3,
S-00562,S-008,2026-08-29,68.21,2,
S-00563,S-011,2026-08-14,170.95,3,
S-00564,S-009,2026-08-13,218.89,3,
S-00565,S-010,2026-08-27,84.31,4,0
S-00566,S-013,2026-08-20,95.13,2,10
S-00567,S-013,2026-08-18,169.06,3,15
S-00568,S-009,2026-08-04,3267.71,3,
S-00569,S-012,2026-08-15,215.95,3,0
S-00570,S-011,2026-08-13,99.15,1,5
S-00571,S-010,2026-08-15,135.81,4,15
S-00572,S-008,2026-08-02,186.92,2,5
S-00573,S-011,2026-08-28,78.63,4,10
S-00574,S-010,2026-08-14,34.05,4,5
S-00575,S-008,2026-08-14,149.32,2,15
S-00576,S-011,2026-08-14,204.54,1,10
S-00577,S-011,2026-08-09,70.16,4,5
S-00578,S-011,2026-08-15,129.23,2,
S-00579,S-013,2026-08-05,107.90,2,15
S-00580,S-009,2026-08-21,43.03,2,
S-00581,S-008,2026-08-27,32.67,3,
S-00582,S-008,2026-08-23,178.67,3,
S-00583,S-008,2026-08-03,92.36,2,
S-00584,S-011,2026-08-07,206.47,3,
S-00585,S-011,2026-08-03,50.07,2,
S-00586,S-011,2026-08-05,148.67,3,5
S-00587,S-008,2026-08-07,55.10,3,
S-00588,S-012,2026-08-09,3965.95,3,
S-00589,S-011,2026-08-28,100.19,1,10
